 ,Label,Area,Mean,Min,Max,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen,Slice,Type
98,GFP_colonies:0098-1416,717,0.0000,0,0,2425.5000,1416.5377,2410,1401,32,31,0.0000,0.0000,1,1
99,GFP_colonies:0099-1422,928,171.4655,0,255,2564.4135,1417.1330,2550,1403,38,38,159120.0000,159120.0000,1,2
100,GFP_colonies:0100-1426,1078,183.5622,0,255,3039.6521,1423.0851,3024,1407,40,39,197880.0000,197880.0000,1,2
101,GFP_colonies:0101-1425,654,146.6055,0,255,2499.6383,1419.1995,2489,1408,35,35,95880.0000,95880.0000,1,2
102,GFP_colonies:0102-1421,381,0.0000,0,0,2740.2795,1421.8438,2729,1409,22,25,0.0000,0.0000,1,1
103,GFP_colonies:0103-1431,1415,0.0000,0,0,3940.7254,1430.1961,3918,1409,47,44,0.0000,0.0000,1,1
104,GFP_colonies:0104-1425,515,0.0000,0,0,2856.0981,1425.4456,2842,1411,27,28,0.0000,0.0000,1,1
105,GFP_colonies:0105-1451,2689,109.9089,0,255,3595.3921,1448.9806,3564,1420,78,62,295545.0000,295545.0000,1,2
106,GFP_colonies:0106-1440,1051,142.6641,0,255,3804.7959,1435.2653,3791,1422,44,36,149940.0000,149940.0000,1,2
107,GFP_colonies:0107-1439,550,0.0000,0,0,2450.5436,1439.9236,2437,1426,26,27,0.0000,0.0000,1,1
108,GFP_colonies:0108-1453,1609,0.0000,0,0,4047.1246,1454.1116,4026,1429,43,49,0.0000,0.0000,1,1
109,GFP_colonies:0109-1441,356,0.0000,0,0,3180.5225,1442.0478,3170,1430,22,23,0.0000,0.0000,1,1
110,GFP_colonies:0110-1456,1385,0.0000,0,0,3991.6242,1459.2603,3970,1431,41,50,0.0000,0.0000,1,1
111,GFP_colonies:0111-1445,468,0.0000,0,0,2797.9167,1444.8697,2786,1432,25,27,0.0000,0.0000,1,1
112,GFP_colonies:0112-1446,423,0.0000,0,0,2607.0792,1446.7719,2595,1435,25,23,0.0000,0.0000,1,1
113,GFP_colonies:0113-1448,432,0.0000,0,0,2884.4491,1448.5116,2873,1436,24,24,0.0000,0.0000,1,1
114,GFP_colonies:0114-1451,637,0.0000,0,0,2960.0290,1450.8422,2944,1437,33,28,0.0000,0.0000,1,1
115,GFP_colonies:0115-1461,1005,200.9552,0,255,3210.9912,1457.6515,3195,1442,40,38,201960.0000,201960.0000,1,2
116,GFP_colonies:0116-1462,654,0.0000,0,0,3790.3440,1462.1927,3774,1449,34,27,0.0000,0.0000,1,1
117,GFP_colonies:0117-1480,1524,173.6811,0,255,2357.8025,1473.6792,2340,1453,49,55,264690.0000,264690.0000,1,2
118,GFP_colonies:0118-1478,1483,103.1693,0,255,4087.1850,1468.4467,4074,1454,43,48,153000.0000,153000.0000,1,2
119,GFP_colonies:0119-1483,1407,0.0000,0,0,2175.7132,1483.1830,2155,1460,43,46,0.0000,0.0000,1,1
120,GFP_colonies:0120-1497,1938,0.0000,0,0,2087.8916,1497.3916,2063,1472,50,51,0.0000,0.0000,1,1
121,GFP_colonies:0121-1485,387,0.0000,0,0,3060.9858,1484.2313,3048,1474,24,22,0.0000,0.0000,1,1
122,GFP_colonies:0122-1495,1271,130.4091,0,255,3932.9108,1488.1400,3919,1474,43,43,165750.0000,165750.0000,1,2
123,GFP_colonies:0123-1493,422,0.0000,0,0,2790.9763,1493.9905,2779,1480,24,26,0.0000,0.0000,1,1
124,GFP_colonies:0124-1500,920,151.8913,0,255,2525.3266,1494.8066,2512,1482,42,37,139740.0000,139740.0000,1,2
125,GFP_colonies:0125-1509,1722,185.6969,0,255,2942.3708,1506.0072,2915,1482,56,55,319770.0000,319770.0000,1,2
126,GFP_colonies:0126-1498,747,0.0000,0,0,3791.6914,1498.4759,3776,1482,32,33,0.0000,0.0000,1,1
127,GFP_colonies:0127-1499,505,0.0000,0,0,3307.5574,1499.0901,3294,1487,27,25,0.0000,0.0000,1,1
128,GFP_colonies:0128-1501,564,255.0000,255,255,2250.3014,1501.7855,2237,1488,27,27,143820.0000,143820.0000,1,2
129,GFP_colonies:0129-1502,424,0.0000,0,0,3040.6863,1502.2925,3028,1491,24,23,0.0000,0.0000,1,1
130,GFP_colonies:0130-1507,521,0.0000,0,0,3387.2409,1506.4731,3375,1493,26,29,0.0000,0.0000,1,1
131,GFP_colonies:0131-1510,684,0.0000,0,0,3157.1550,1511.1594,3143,1495,29,31,0.0000,0.0000,1,1
132,GFP_colonies:0132-1508,425,0.0000,0,0,2712.1141,1506.5329,2699,1496,27,25,0.0000,0.0000,1,1
133,GFP_colonies:0133-1523,1033,116.0213,0,255,2812.8085,1514.5830,2800,1502,35,42,119850.0000,119850.0000,1,2
134,GFP_colonies:0134-1526,1752,166.0702,0,255,3559.9470,1521.8199,3537,1503,57,47,290955.0000,290955.0000,1,2
135,GFP_colonies:0135-1523,965,172.0259,0,255,3495.9439,1519.0791,3482,1504,41,39,166005.0000,166005.0000,1,2
136,GFP_colonies:0136-1520,363,0.0000,0,0,2551.4862,1521.2769,2539,1509,23,23,0.0000,0.0000,1,1
137,GFP_colonies:0137-1521,343,0.0000,0,0,2665.9548,1521.4155,2655,1511,22,21,0.0000,0.0000,1,1
138,GFP_colonies:0138-1526,378,0.0000,0,0,3231.9788,1526.6111,3220,1515,23,23,0.0000,0.0000,1,1
139,GFP_colonies:0139-1538,1051,151.8839,0,255,3701.2444,1532.9856,3687,1519,40,38,159630.0000,159630.0000,1,2
140,GFP_colonies:0140-1538,965,184.4456,0,255,2515.3811,1535.4971,2501,1520,39,37,177990.0000,177990.0000,1,2
141,GFP_colonies:0141-1544,1558,110.6418,0,255,2129.0858,1536.1997,2115,1521,46,46,172380.0000,172380.0000,1,2
142,GFP_colonies:0142-1559,2354,68.7872,0,255,3908.7299,1565.9882,3877,1523,61,72,161925.0000,161925.0000,1,2
143,GFP_colonies:0143-1557,1221,142.0147,0,255,2603.3750,1553.3206,2572,1538,55,38,173400.0000,173400.0000,1,2
144,GFP_colonies:0144-1558,933,186.1254,0,255,2747.3502,1554.3194,2733,1539,37,38,173655.0000,173655.0000,1,2
145,GFP_colonies:0145-1558,416,0.0000,0,0,3250.2019,1558.1466,3238,1546,27,24,0.0000,0.0000,1,1
146,GFP_colonies:0146-1563,745,0.0000,0,0,2409.8409,1562.7349,2394,1548,32,30,0.0000,0.0000,1,1
147,GFP_colonies:0147-1569,1311,171.1670,0,255,3368.5261,1564.4841,3352,1548,44,43,224400.0000,224400.0000,1,2
148,GFP_colonies:0148-1568,965,165.4197,0,255,3732.7508,1564.5224,3719,1550,39,37,159630.0000,159630.0000,1,2
149,GFP_colonies:0149-1571,1301,0.0000,0,0,4003.8174,1569.9889,3983,1550,41,42,0.0000,0.0000,1,1
150,GFP_colonies:0150-1567,578,0.0000,0,0,2720.0813,1567.1886,2707,1554,27,26,0.0000,0.0000,1,1
151,GFP_colonies:0151-1572,927,187.0550,0,255,2990.9309,1568.7559,2976,1554,40,36,173400.0000,173400.0000,1,2
152,GFP_colonies:0152-1578,1100,157.6364,0,255,2479.5235,1572.3912,2465,1558,40,41,173400.0000,173400.0000,1,2
153,GFP_colonies:0153-1574,374,0.0000,0,0,2524.6925,1574.4332,2512,1564,26,20,0.0000,0.0000,1,1
154,GFP_colonies:0154-1607,3595,214.9944,0,255,3525.3680,1611.5736,3480,1568,77,79,772905.0000,772905.0000,1,2
155,GFP_colonies:0155-1588,1076,0.0000,0,0,2303.4591,1588.3541,2284,1569,38,38,0.0000,0.0000,1,1
156,GFP_colonies:0156-1596,1876,0.0000,0,0,4137.8214,1594.7452,4113,1571,49,50,0.0000,0.0000,1,1
157,GFP_colonies:0157-1586,426,0.0000,0,0,2862.1080,1585.7887,2850,1575,25,23,0.0000,0.0000,1,1
158,GFP_colonies:0158-1614,1119,179.1153,0,255,2806.9046,1609.8270,2791,1594,42,40,200430.0000,200430.0000,1,2
159,GFP_colonies:0159-1607,385,0.0000,0,0,2881.8714,1607.3312,2871,1595,23,24,0.0000,0.0000,1,1
160,GFP_colonies:0160-1607,449,0.0000,0,0,3329.8408,1606.5757,3317,1595,24,24,0.0000,0.0000,1,1
161,GFP_colonies:0161-1610,617,0.0000,0,0,2626.2131,1609.4579,2612,1596,29,29,0.0000,0.0000,1,1
162,GFP_colonies:0162-1624,1100,87.8591,0,255,3648.6530,1612.3839,3637,1602,40,45,96645.0000,96645.0000,1,2
163,GFP_colonies:0163-1615,535,0.0000,0,0,2522.1953,1614.5935,2507,1603,29,24,0.0000,0.0000,1,1
164,GFP_colonies:0164-1615,437,0.0000,0,0,2774.6899,1615.2529,2763,1603,25,25,0.0000,0.0000,1,1
165,GFP_colonies:0165-1629,1638,76.1264,0,255,2359.6227,1616.5798,2347,1604,58,51,124695.0000,124695.0000,1,2
166,GFP_colonies:0166-1624,1013,189.2991,0,255,3427.8178,1620.3152,3413,1605,37,38,191760.0000,191760.0000,1,2
167,GFP_colonies:0167-1618,397,0.0000,0,0,3019.1574,1617.7796,3007,1608,25,21,0.0000,0.0000,1,1
168,GFP_colonies:0168-1637,2246,163.6042,0,255,2988.2481,1636.0115,2939,1610,86,54,367455.0000,367455.0000,1,2
169,GFP_colonies:0169-1642,2377,133.0248,0,255,3782.7218,1636.9306,3733,1611,89,62,316200.0000,316200.0000,1,2
170,GFP_colonies:0170-1634,988,187.6366,0,255,3116.1245,1630.6307,3101,1615,38,39,185385.0000,185385.0000,1,2
171,GFP_colonies:0171-1632,490,0.0000,0,0,3160.4429,1632.2735,3148,1618,25,28,0.0000,0.0000,1,1
172,GFP_colonies:0172-1634,718,0.0000,0,0,3278.8343,1633.3468,3262,1618,35,33,0.0000,0.0000,1,1
173,GFP_colonies:0173-1641,1003,175.6780,0,255,2571.5593,1636.8632,2557,1622,39,39,176205.0000,176205.0000,1,2
174,GFP_colonies:0174-1650,507,0.0000,0,0,2894.0306,1650.3166,2881,1637,25,27,0.0000,0.0000,1,1
175,GFP_colonies:0175-1659,991,180.8930,0,255,3457.8044,1655.1615,3443,1640,38,38,179265.0000,179265.0000,1,2
176,GFP_colonies:0176-1665,373,0.0000,0,0,3696.5322,1664.6930,3683,1654,25,22,0.0000,0.0000,1,1
177,GFP_colonies:0177-1669,532,0.0000,0,0,3263.0075,1669.2237,3249,1657,29,25,0.0000,0.0000,1,1
178,GFP_colonies:0178-1697,2762,58.6260,0,255,2137.7236,1703.7898,2124,1658,48,79,161925.0000,161925.0000,1,2
179,GFP_colonies:0179-1680,1185,153.8608,0,255,2621.2972,1674.5294,2606,1659,43,42,182325.0000,182325.0000,1,2
180,GFP_colonies:0180-1682,1580,104.7437,0,255,2349.3521,1678.6032,2312,1664,63,36,165495.0000,165495.0000,1,2
181,GFP_colonies:0181-1675,350,0.0000,0,0,3565.7600,1676.4029,3553,1665,25,21,0.0000,0.0000,1,1
182,GFP_colonies:0182-1691,1628,118.2586,0,255,2089.0258,1683.0921,2074,1667,45,48,192525.0000,192525.0000,1,2
183,GFP_colonies:0183-1687,943,182.5292,0,255,3185.3696,1684.0363,3171,1669,39,37,172125.0000,172125.0000,1,2
184,GFP_colonies:0184-1684,507,0.0000,0,0,3036.1430,1684.5276,3024,1672,26,25,0.0000,0.0000,1,1
185,GFP_colonies:0185-1696,1542,0.0000,0,0,4050.2237,1695.7516,4028,1673,45,46,0.0000,0.0000,1,1
186,GFP_colonies:0186-1696,890,0.0000,0,0,3978.4562,1695.8989,3955,1677,40,38,0.0000,0.0000,1,1
187,GFP_colonies:0187-1697,1019,194.9411,0,255,3476.8312,1694.3819,3461,1679,38,37,198645.0000,198645.0000,1,2
188,GFP_colonies:0188-1704,1310,112.9008,0,255,2435.1655,1704.3672,2421,1681,43,46,147900.0000,147900.0000,1,2
189,GFP_colonies:0189-1712,2237,0.0000,0,0,2010.6574,1711.0476,1986,1683,50,58,0.0000,0.0000,1,1
190,GFP_colonies:0190-1694,430,0.0000,0,0,3585.7326,1694.5907,3573,1683,26,23,0.0000,0.0000,1,1
191,GFP_colonies:0191-1699,427,0.0000,0,0,2387.2916,1699.6077,2375,1687,24,24,0.0000,0.0000,1,1
192,GFP_colonies:0192-1706,680,0.0000,0,0,2582.3897,1705.6662,2565,1691,33,30,0.0000,0.0000,1,1
193,GFP_colonies:0193-1717,944,0.0000,0,0,4001.2013,1717.8655,3985,1697,33,40,0.0000,0.0000,1,1
194,GFP_colonies:0194-1721,962,157.1881,0,255,2485.5927,1715.9115,2472,1702,39,38,151215.0000,151215.0000,1,2
195,GFP_colonies:0195-1724,1220,173.9016,0,255,3059.0216,1720.6034,3043,1704,46,40,212160.0000,212160.0000,1,2
196,GFP_colonies:0196-1734,1342,158.0924,0,255,3883.5024,1728.8618,3867,1713,45,43,212160.0000,212160.0000,1,2
197,GFP_colonies:0197-1728,281,255.0000,255,255,4215.9164,1728.5819,4207,1718,17,21,71655.0000,71655.0000,1,2
198,GFP_colonies:0198-1733,346,0.0000,0,0,2420.4046,1733.3960,2409,1723,23,21,0.0000,0.0000,1,1
199,GFP_colonies:0199-1746,1185,164.1899,0,255,3638.6088,1740.6350,3623,1725,45,42,194565.0000,194565.0000,1,2
200,GFP_colonies:0200-1747,1357,127.7819,0,255,2232.7441,1740.6912,2218,1726,45,43,173400.0000,173400.0000,1,2
201,GFP_colonies:0201-1739,579,0.0000,0,0,3170.5587,1739.8800,3156,1726,28,27,0.0000,0.0000,1,1
202,GFP_colonies:0202-1749,977,193.6643,0,255,3319.3423,1746.0633,3304,1731,37,37,189210.0000,189210.0000,1,2
203,GFP_colonies:0203-1767,825,187.9273,0,255,3208.1595,1764.0822,3194,1750,36,35,155040.0000,155040.0000,1,2
204,GFP_colonies:0204-1762,409,0.0000,0,0,3028.8790,1761.8154,3017,1751,24,22,0.0000,0.0000,1,1
205,GFP_colonies:0205-1763,471,0.0000,0,0,3422.4236,1763.1008,3409,1751,27,25,0.0000,0.0000,1,1
206,GFP_colonies:0206-1775,1152,168.8932,0,255,2604.9037,1769.5931,2589,1754,44,42,194565.0000,194565.0000,1,2
207,GFP_colonies:0207-1769,614,0.0000,0,0,2400.5945,1769.4560,2387,1755,27,29,0.0000,0.0000,1,1
208,GFP_colonies:0208-1776,1030,183.9466,0,255,3136.8984,1772.7342,3121,1757,41,39,189465.0000,189465.0000,1,2
209,GFP_colonies:0209-1773,657,0.0000,0,0,3928.4452,1773.5396,3913,1757,29,33,0.0000,0.0000,1,1
210,GFP_colonies:0210-1770,456,255.0000,255,255,3571.3618,1770.6184,3558,1759,26,23,116280.0000,116280.0000,1,2
211,GFP_colonies:0211-1773,579,0.0000,0,0,2566.0371,1772.4396,2551,1760,31,27,0.0000,0.0000,1,1
212,GFP_colonies:0212-1778,394,0.0000,0,0,2996.3071,1778.0939,2985,1767,24,22,0.0000,0.0000,1,1
213,GFP_colonies:0213-1786,951,0.0000,0,0,3953.7671,1786.3496,3937,1767,35,39,0.0000,0.0000,1,1
214,GFP_colonies:0214-1790,1273,122.9929,0,255,2267.1938,1782.7036,2253,1769,45,42,156570.0000,156570.0000,1,2
215,GFP_colonies:0215-1784,615,0.0000,0,0,2816.0561,1784.3569,2801,1769,29,31,0.0000,0.0000,1,1
216,GFP_colonies:0216-1784,546,0.0000,0,0,2451.8370,1785.3443,2438,1770,28,28,0.0000,0.0000,1,1
