 ,Label,Area,Mean,Min,Max,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen,Slice,Type
66,GFP_colonies:0066-2236,2054,0.0000,0,0,2824.2819,2236.3681,2799,2211,50,51,0.0000,0.0000,1,1
67,GFP_colonies:0067-2245,2150,165.3349,0,255,2882.8027,2239.0732,2862,2218,56,54,355470.0000,355470.0000,1,2
68,GFP_colonies:0068-2260,2058,162.1939,0,255,3056.6826,2255.8270,3036,2235,54,51,333795.0000,333795.0000,1,2
69,GFP_colonies:0069-2285,2072,165.1593,0,255,2774.3040,2278.9844,2754,2258,54,54,342210.0000,342210.0000,1,2
70,GFP_colonies:0070-2318,2235,0.0000,0,0,3140.8320,2318.2799,3114,2292,53,53,0.0000,0.0000,1,1
71,GFP_colonies:0071-2322,396,0.0000,0,0,1468.9571,2324.4116,1457,2309,22,27,0.0000,0.0000,1,1
72,GFP_colonies:0072-2354,2039,163.2050,0,255,2978.3651,2348.7743,2958,2328,54,52,332775.0000,332775.0000,1,2
73,GFP_colonies:0073-2387,1831,0.0000,0,0,1311.0849,2391.4765,1290,2353,47,69,0.0000,0.0000,1,1
74,GFP_colonies:0074-2383,892,255.0000,255,255,4412.0527,2383.0572,4398,2363,29,41,227460.0000,227460.0000,1,2
75,GFP_colonies:0075-2377,150,0.0000,0,0,2797.9133,2377.4200,2791,2371,14,13,0.0000,0.0000,1,1
76,GFP_colonies:0076-2419,2644,168.5855,0,255,2491.9428,2413.1281,2468,2390,62,58,445740.0000,445740.0000,1,2
77,GFP_colonies:0077-2426,2504,172.8175,0,255,4092.9225,2420.0233,4070,2397,58,58,432735.0000,432735.0000,1,2
78,GFP_colonies:0078-2440,3260,80.5675,0,255,3815.7893,2432.9369,3771,2413,74,55,262650.0000,262650.0000,1,2
79,GFP_colonies:0079-2455,2424,0.0000,0,0,4001.5276,2455.4043,3974,2428,55,55,0.0000,0.0000,1,1
80,GFP_colonies:0080-2488,3317,180.5065,0,255,2911.1014,2484.2951,2878,2460,76,56,598740.0000,598740.0000,1,2
81,GFP_colonies:0081-2497,1775,154.1493,0,255,2593.1468,2491.3527,2575,2473,51,48,273615.0000,273615.0000,1,2
82,GFP_colonies:0082-2513,662,0.0000,0,0,1298.7538,2512.9728,1286,2496,27,35,0.0000,0.0000,1,1
83,GFP_colonies:0083-2527,2664,177.5619,0,255,3531.1949,2521.9577,3507,2498,61,59,473025.0000,473025.0000,1,2
84,GFP_colonies:0084-2507,124,0.0000,0,0,3840.3710,2508.0645,3832,2500,17,15,0.0000,0.0000,1,1
85,GFP_colonies:0085-2526,847,255.0000,255,255,2169.9321,2526.4776,2154,2509,32,35,215985.0000,215985.0000,1,2
86,GFP_colonies:0086-2566,895,255.0000,255,255,4339.8911,2566.9659,4324,2547,32,39,228225.0000,228225.0000,1,2
87,GFP_colonies:0087-2586,540,0.0000,0,0,2754.1185,2585.8667,2744,2564,20,44,0.0000,0.0000,1,1
88,GFP_colonies:0088-2596,2437,175.1621,0,255,3990.6583,2590.7485,3968,2568,57,56,426870.0000,426870.0000,1,2
89,GFP_colonies:0089-2589,391,0.0000,0,0,1405.5051,2589.3772,1396,2573,19,33,0.0000,0.0000,1,1
90,GFP_colonies:0090-2597,141,0.0000,0,0,1424.5993,2597.1596,1419,2588,11,19,0.0000,0.0000,1,1
91,GFP_colonies:0091-2624,2661,0.0000,0,0,2658.8348,2624.5571,2630,2594,57,60,0.0000,0.0000,1,1
92,GFP_colonies:0092-2639,2461,168.8948,0,255,2737.2135,2633.7632,2715,2611,59,57,415650.0000,415650.0000,1,2
93,GFP_colonies:0093-2653,999,255.0000,255,255,4293.5961,2653.6221,4276,2633,35,41,254745.0000,254745.0000,1,2
94,GFP_colonies:0094-2670,2680,0.0000,0,0,3328.6996,2670.5067,3299,2641,60,59,0.0000,0.0000,1,1
95,GFP_colonies:0095-2741,2353,176.6468,0,255,3758.5994,2736.1871,3736,2714,57,54,415650.0000,415650.0000,1,2
96,GFP_colonies:0096-2748,2805,0.0000,0,0,4086.2747,2748.7189,4057,2718,59,61,0.0000,0.0000,1,1
97,GFP_colonies:0097-2773,2476,175.1838,0,255,3827.2666,2769.0538,3804,2745,58,57,433755.0000,433755.0000,1,2
98,GFP_colonies:0098-2821,2733,0.0000,0,0,3176.4411,2821.3262,3146,2792,59,58,0.0000,0.0000,1,1
99,GFP_colonies:0099-2842,2513,173.2133,0,255,2853.4830,2837.7917,2830,2814,60,57,435285.0000,435285.0000,1,2
100,GFP_colonies:0100-2881,2747,170.1547,0,255,2541.4416,2875.9741,2517,2852,65,58,467415.0000,467415.0000,1,2
101,GFP_colonies:0101-2911,2571,173.8681,0,255,3596.8349,2904.9010,3574,2881,59,60,447015.0000,447015.0000,1,2
102,GFP_colonies:0102-2917,2484,173.2850,0,255,2916.1694,2911.7690,2893,2889,59,56,430440.0000,430440.0000,1,2
103,GFP_colonies:0103-2914,127,0.0000,0,0,2825.2953,2914.0039,2819,2908,13,12,0.0000,0.0000,1,1
104,GFP_colonies:0104-2928,102,0.0000,0,0,3855.6765,2928.5294,3848,2922,15,13,0.0000,0.0000,1,1
105,GFP_colonies:0105-2977,2460,170.0000,0,255,2718.9116,2971.3476,2696,2948,60,59,418200.0000,418200.0000,1,2
106,GFP_colonies:0106-3008,2765,176.8861,0,255,3367.2852,3003.1418,3343,2978,62,60,489090.0000,489090.0000,1,2
107,GFP_colonies:0107-2989,282,255.0000,255,255,3941.3901,2989.1986,3930,2980,23,19,71910.0000,71910.0000,1,2
108,GFP_colonies:0108-3022,2087,163.6057,0,255,3743.7218,3017.6367,3723,2997,54,51,341445.0000,341445.0000,1,2
109,GFP_colonies:0109-3011,306,0.0000,0,0,3858.1373,3010.5654,3846,3001,26,21,0.0000,0.0000,1,1
110,GFP_colonies:0110-3015,536,255.0000,255,255,3963.1138,3014.9608,3950,3002,26,27,136680.0000,136680.0000,1,2
111,GFP_colonies:0111-3040,2666,176.4722,0,255,3031.3401,3035.3016,3007,3011,62,58,470475.0000,470475.0000,1,2
112,GFP_colonies:0112-3103,2625,0.0000,0,0,3175.9983,3104.1891,3148,3073,57,60,0.0000,0.0000,1,1
113,GFP_colonies:0113-3160,521,255.0000,255,255,3576.2121,3160.0106,3561,3149,31,22,132855.0000,132855.0000,1,2
114,GFP_colonies:0114-3225,663,255.0000,255,255,3101.1456,3224.2360,3087,3211,29,28,169065.0000,169065.0000,1,2
115,GFP_colonies:0115-3270,155,255.0000,255,255,3604.3129,3270.2290,3594,3265,20,11,39525.0000,39525.0000,1,2
116,GFP_colonies:0116-3601,106,0.0000,0,0,4903.3113,3601.4528,4896,3595,12,13,0.0000,0.0000,1,1
117,GFP_colonies:0117-3699,542,0.0000,0,0,1400.0332,3699.0867,1386,3685,26,29,0.0000,0.0000,1,1
118,GFP_colonies:0118-3747,575,0.0000,0,0,1248.2739,3747.1209,1229,3737,41,21,0.0000,0.0000,1,1
119,GFP_colonies:0119-3878,397,0.0000,0,0,1111.2481,3880.1675,1099,3864,21,29,0.0000,0.0000,1,1
