 ,Label,Area,Mean,Min,Max,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen,Slice,Type
32,GFP_colonies:0032-1181,1585,0.0000,0,0,2582.2748,1180.8748,2559,1158,47,46,0,0,1,1
33,GFP_colonies:0033-1175,373,0.0000,0,0,2537.3338,1174.2882,2527,1164,21,22,0,0,1,1
34,GFP_colonies:0034-1199,829,255.0000,255,255,1830.5000,1199.5000,1814,1183,33,33,211395,211395,1,2
35,GFP_colonies:0035-1199,753,0.0000,0,0,3628.9396,1199.9290,3615,1183,30,33,0,0,1,1
36,GFP_colonies:0036-1202,739,0.0000,0,0,2837.5609,1204.0656,2820,1185,32,34,0,0,1,1
37,GFP_colonies:0037-1218,1680,204.7589,0,255,2804.0426,1215.4044,2783,1193,53,51,343995,343995,1,2
38,GFP_colonies:0038-1215,1235,255.0000,255,255,2255.3178,1215.2530,2236,1195,39,41,314925,314925,1,2
39,GFP_colonies:0039-1233,797,0.0000,0,0,2921.1186,1232.9793,2903,1217,35,32,0,0,1,1
40,GFP_colonies:0040-1233,735,0.0000,0,0,3129.2878,1233.5857,3113,1218,33,31,0,0,1,1
41,GFP_colonies:0041-1245,1787,140.5568,0,255,3065.6401,1239.5609,3036,1221,55,49,251175,251175,1,2
42,GFP_colonies:0042-1239,652,0.0000,0,0,3595.6488,1240.3236,3580,1224,31,31,0,0,1,1
43,GFP_colonies:0043-1251,1413,192.9193,0,255,2865.8293,1247.5804,2848,1229,46,45,272595,272595,1,2
44,GFP_colonies:0044-1258,1685,0.0000,0,0,2314.8193,1259.1059,2292,1234,47,49,0,0,1,1
45,GFP_colonies:0045-1262,823,0.0000,0,0,3967.5948,1262.7442,3951,1247,33,31,0,0,1,1
46,GFP_colonies:0046-1265,774,0.0000,0,0,3564.9871,1265.7429,3549,1249,33,32,0,0,1,1
47,GFP_colonies:0047-1268,690,0.0000,0,0,2980.9522,1268.5797,2966,1253,30,31,0,0,1,1
48,GFP_colonies:0048-1268,688,0.0000,0,0,3630.4099,1268.6686,3615,1253,31,31,0,0,1,1
49,GFP_colonies:0049-1270,802,0.0000,0,0,3803.7257,1270.5150,3788,1254,32,33,0,0,1,1
50,GFP_colonies:0050-1277,917,0.0000,0,0,3263.6232,1277.6363,3247,1258,33,39,0,0,1,1
51,GFP_colonies:0051-1288,1766,0.0000,0,0,2454.0680,1288.8698,2428,1264,50,49,0,0,1,1
52,GFP_colonies:0052-1285,683,0.0000,0,0,3849.8587,1286.0622,3836,1269,28,32,0,0,1,1
53,GFP_colonies:0053-1291,825,0.0000,0,0,3889.0479,1290.9921,3873,1274,33,34,0,0,1,1
54,GFP_colonies:0054-1287,235,0.0000,0,0,1164.8702,1284.5298,1155,1275,20,24,0,0,1,1
55,GFP_colonies:0055-1295,1104,181.5489,0,255,3673.6845,1290.9288,3658,1275,41,40,200430,200430,1,2
56,GFP_colonies:0056-1309,1516,192.2592,0,255,2779.2410,1305.4414,2760,1286,48,46,291465,291465,1,2
57,GFP_colonies:0057-1309,1183,174.5985,0,255,3946.6840,1304.9296,3930,1289,42,41,206550,206550,1,2
58,GFP_colonies:0058-1308,806,203.4305,0,255,2881.2683,1304.9152,2867,1291,33,34,163965,163965,1,2
59,GFP_colonies:0059-1308,593,0.0000,0,0,3634.8153,1307.6754,3620,1295,30,27,0,0,1,1
60,GFP_colonies:0060-1311,784,0.0000,0,0,3774.6390,1311.1390,3758,1296,34,31,0,0,1,1
61,GFP_colonies:0061-1321,593,0.0000,0,0,3297.4511,1320.0868,3281,1307,31,28,0,0,1,1
62,GFP_colonies:0062-1333,1813,0.0000,0,0,2252.1420,1333.2750,2228,1308,48,50,0,0,1,1
63,GFP_colonies:0063-1325,525,0.0000,0,0,2974.9248,1324.7019,2962,1310,26,30,0,0,1,1
64,GFP_colonies:0064-1341,3030,202.0644,0,255,3462.2822,1336.5229,3421,1311,94,60,612255,612255,1,2
65,GFP_colonies:0065-1330,905,255.0000,255,255,2105.5751,1329.9409,2089,1312,34,36,230775,230775,1,2
66,GFP_colonies:0066-1327,761,0.0000,0,0,3231.1544,1325.6537,3212,1312,37,30,0,0,1,1
67,GFP_colonies:0067-1338,476,0.0000,0,0,2909.8382,1338.9349,2897,1325,25,27,0,0,1,1
68,GFP_colonies:0068-1345,677,0.0000,0,0,3266.9284,1345.1898,3251,1330,31,30,0,0,1,1
69,GFP_colonies:0069-1347,790,0.0000,0,0,3951.5025,1346.1304,3935,1331,32,33,0,0,1,1
70,GFP_colonies:0070-1350,1128,0.0000,0,0,2769.8271,1350.3794,2751,1332,39,37,0,0,1,1
71,GFP_colonies:0071-1347,429,0.0000,0,0,2960.1294,1347.2576,2948,1335,23,24,0,0,1,1
72,GFP_colonies:0072-1352,451,0.0000,0,0,3757.9457,1352.3714,3745,1341,25,23,0,0,1,1
73,GFP_colonies:0073-1359,528,0.0000,0,0,2852.5701,1359.0568,2838,1346,29,26,0,0,1,1
74,GFP_colonies:0074-1367,652,0.0000,0,0,3729.2393,1366.6917,3714,1352,29,30,0,0,1,1
75,GFP_colonies:0075-1376,1195,0.0000,0,0,1184.0180,1374.7268,1167,1354,35,44,0,0,1,1
76,GFP_colonies:0076-1370,672,0.0000,0,0,3582.6161,1369.9598,3568,1356,30,28,0,0,1,1
77,GFP_colonies:0077-1389,554,0.0000,0,0,2930.9458,1390.2942,2917,1376,31,27,0,0,1,1
78,GFP_colonies:0078-1391,676,0.0000,0,0,2850.7027,1391.7811,2834,1377,34,29,0,0,1,1
79,GFP_colonies:0079-1423,1390,0.0000,0,0,2438.1669,1423.4058,2416,1402,44,43,0,0,1,1
80,GFP_colonies:0080-1425,1292,199.9342,0,255,3470.4585,1422.5059,3453,1404,42,43,258315,258315,1,2
81,GFP_colonies:0081-1429,783,41.6858,0,255,3037.6484,1431.7031,3026,1412,31,34,32640.0000,32640.0000,1,2
82,GFP_colonies:0082-1455,657,191.3470,0,255,3191.0862,1451.1105,3176,1438,33,34,125715,125715,1,2
83,GFP_colonies:0083-1465,1662,232.7527,0,255,3163.2245,1461.6391,3140,1439,49,52,386835,386835,1,2
84,GFP_colonies:0084-1454,629,0.0000,0,0,3426.7734,1455.0501,3412,1440,29,29,0,0,1,1
85,GFP_colonies:0085-1460,447,255.0000,255,255,3904.0570,1460.4306,3892,1449,24,23,113985,113985,1,2
86,GFP_colonies:0086-1485,627,0.0000,0,0,3680.0933,1484.8461,3666,1470,29,30,0,0,1,1
87,GFP_colonies:0087-1487,549,0.0000,0,0,3273.4727,1486.6931,3260,1474,27,26,0,0,1,1
88,GFP_colonies:0088-1499,2184,0.0000,0,0,2206.4075,1498.5380,2167,1476,73,46,0,0,1,1
89,GFP_colonies:0089-1502,642,174.7664,0,255,3237.0500,1498.2591,3225,1486,35,32,112200.0000,112200.0000,1,2
90,GFP_colonies:0090-1500,394,0.0000,0,0,2986.3959,1500.4721,2975,1489,24,23,0,0,1,1
91,GFP_colonies:0091-1503,468,0.0000,0,0,3441.3568,1503.0406,3429,1489,24,29,0,0,1,1
92,GFP_colonies:0092-1505,613,0.0000,0,0,3616.6256,1505.6811,3601,1491,30,28,0,0,1,1
93,GFP_colonies:0093-1519,844,0.0000,0,0,3197.8709,1520.5865,3172,1500,46,39,0,0,1,1
94,GFP_colonies:0094-1523,1155,88.9740,0,255,3560.1005,1514.1998,3526,1502,53,43,102765,102765,1,2
95,GFP_colonies:0095-1517,511,0.0000,0,0,2940.8483,1517.2104,2929,1503,24,29,0,0,1,1
96,GFP_colonies:0096-1521,533,0.0000,0,0,2174.7758,1522.1210,2163,1506,23,30,0,0,1,1
97,GFP_colonies:0097-1529,1274,0.0000,0,0,2390.3195,1529.6578,2369,1509,43,40,0,0,1,1
98,GFP_colonies:0098-1525,605,0.0000,0,0,3905.7430,1524.4058,3891,1511,29,28,0,0,1,1
99,GFP_colonies:0099-1525,329,0.0000,0,0,2195.5578,1523.7614,2187,1513,21,24,0,0,1,1
100,GFP_colonies:0100-1529,348,0.0000,0,0,3004.8793,1528.6236,2994,1518,23,22,0,0,1,1
101,GFP_colonies:0101-1535,877,0.0000,0,0,2215.5798,1534.9424,2191,1519,47,32,0,0,1,1
102,GFP_colonies:0102-1535,673,0.0000,0,0,3156.2340,1535.4450,3142,1519,29,33,0,0,1,1
103,GFP_colonies:0103-1537,911,0.0000,0,0,2798.4243,1537.1169,2781,1521,36,33,0,0,1,1
104,GFP_colonies:0104-1535,466,0.0000,0,0,3422.1524,1537.0987,3410,1521,25,28,0,0,1,1
105,GFP_colonies:0105-1547,468,0.0000,0,0,3308.8782,1548.0278,3296,1536,25,23,0,0,1,1
106,GFP_colonies:0106-1560,1239,191.1985,0,255,3946.7756,1556.0802,3929,1539,42,43,236895,236895,1,2
107,GFP_colonies:0107-1554,679,255.0000,255,255,4162.5751,1553.8328,4148,1539,29,30,173145,173145,1,2
108,GFP_colonies:0108-1561,897,0.0000,0,0,4029.1355,1561.4331,4010,1545,39,33,0,0,1,1
109,GFP_colonies:0109-1562,474,0.0000,0,0,2946.2827,1562.0759,2933,1549,26,26,0,0,1,1
110,GFP_colonies:0110-1565,528,0.0000,0,0,3384.0701,1565.3693,3368,1553,30,25,0,0,1,1
111,GFP_colonies:0111-1572,651,0.0000,0,0,2643.2819,1571.2588,2629,1555,28,34,0,0,1,1
112,GFP_colonies:0112-1578,1188,0.0000,0,0,2398.4116,1577.4604,2377,1560,43,37,0,0,1,1
113,GFP_colonies:0113-1570,327,0.0000,0,0,3310.4725,1568.4969,3298,1560,23,21,0,0,1,1
114,GFP_colonies:0114-1578,519,0.0000,0,0,3043.1879,1578.9220,3030,1565,27,27,0,0,1,1
115,GFP_colonies:0115-1580,441,0.0000,0,0,2662.8878,1580.5363,2652,1566,23,29,0,0,1,1
116,GFP_colonies:0116-1583,501,0.0000,0,0,2990.7415,1583.2066,2979,1569,24,28,0,0,1,1
117,GFP_colonies:0117-1589,584,0.0000,0,0,3658.1010,1589.0257,3643,1576,29,27,0,0,1,1
118,GFP_colonies:0118-1592,611,0.0000,0,0,3769.8993,1591.6980,3755,1577,30,30,0,0,1,1
119,GFP_colonies:0119-1592,526,0.0000,0,0,2682.1730,1592.1597,2667,1579,28,27,0,0,1,1
120,GFP_colonies:0120-1595,579,0.0000,0,0,3103.0475,1595.4361,3091,1581,25,29,0,0,1,1
121,GFP_colonies:0121-1600,933,189.4051,0,255,3018.0310,1596.7453,3003,1583,39,34,176715,176715,1,2
122,GFP_colonies:0122-1609,673,0.0000,0,0,2720.3722,1609.2103,2705,1594,31,30,0,0,1,1
123,GFP_colonies:0123-1603,197,255.0000,255,255,3053.9619,1603.4848,3046,1596,16,15,50235,50235,1,2
124,GFP_colonies:0124-1612,666,0.0000,0,0,3948.1682,1612.3994,3933,1597,30,31,0,0,1,1
125,GFP_colonies:0125-1607,285,0.0000,0,0,3463.3316,1607.6614,3453,1598,21,19,0,0,1,1
126,GFP_colonies:0126-1614,672,0.0000,0,0,2584.5699,1613.2426,2570,1599,29,30,0,0,1,1
127,GFP_colonies:0127-1623,1089,194.3526,0,255,3631.9855,1620.5301,3616,1604,40,39,211650,211650,1,2
128,GFP_colonies:0128-1625,794,188.5202,0,255,3572.6158,1621.3603,3559,1608,35,34,149685,149685,1,2
129,GFP_colonies:0129-1620,359,0.0000,0,0,2879.9345,1620.0292,2870,1609,21,23,0,0,1,1
130,GFP_colonies:0130-1629,577,0.0000,0,0,2612.8726,1629.2730,2600,1614,27,30,0,0,1,1
131,GFP_colonies:0131-1631,878,0.0000,0,0,4016.9863,1632.0513,4000,1614,33,35,0,0,1,1
132,GFP_colonies:0132-1629,416,0.0000,0,0,3518.3293,1629.4111,3506,1618,26,23,0,0,1,1
133,GFP_colonies:0133-1641,1103,196.5095,0,255,3420.8729,1637.7776,3404,1621,40,40,216750,216750,1,2
134,GFP_colonies:0134-1635,400,0.0000,0,0,3035.0850,1636.2150,3025,1622,21,27,0,0,1,1
135,GFP_colonies:0135-1641,513,0.0000,0,0,2942.4201,1641.4630,2928,1628,28,26,0,0,1,1
136,GFP_colonies:0136-1652,599,68.5392,0,255,3382.5062,1646.4006,3370,1638,28,29,41055,41055,1,2
137,GFP_colonies:0137-1651,549,0.0000,0,0,3681.3525,1651.5310,3667,1638,29,27,0,0,1,1
138,GFP_colonies:0138-1661,1281,192.4941,0,255,3719.1784,1657.3842,3702,1640,42,43,246585,246585,1,2
139,GFP_colonies:0139-1655,589,0.0000,0,0,2651.3048,1654.9533,2637,1641,28,28,0,0,1,1
140,GFP_colonies:0140-1661,732,0.0000,0,0,3884.4112,1661.8292,3867,1645,34,32,0,0,1,1
141,GFP_colonies:0141-1673,290,0.0000,0,0,3566.2897,1673.4966,3556,1663,21,20,0,0,1,1
142,GFP_colonies:0142-1686,1559,255.0000,255,255,2161.7360,1686.4198,2139,1664,45,45,397545,397545,1,2
143,GFP_colonies:0143-1684,1013,0.0000,0,0,2475.1950,1684.4872,2458,1665,35,38,0,0,1,1
144,GFP_colonies:0144-1682,510,0.0000,0,0,3222.1235,1682.3706,3208,1670,29,24,0,0,1,1
145,GFP_colonies:0145-1686,530,0.0000,0,0,3122.2981,1684.0906,3108,1671,28,31,0,0,1,1
146,GFP_colonies:0146-1687,463,0.0000,0,0,3533.4395,1688.3812,3520,1675,26,25,0,0,1,1
147,GFP_colonies:0147-1693,757,0.0000,0,0,3991.8170,1693.4472,3977,1676,30,34,0,0,1,1
148,GFP_colonies:0148-1705,1256,124.0486,0,255,3308.8290,1708.9026,3285,1680,47,50,155805,155805,1,2
149,GFP_colonies:0149-1696,502,190.4880,0,255,3504.8680,1692.3213,3494,1681,29,30,95625,95625,1,2
150,GFP_colonies:0150-1711,816,194.6875,0,255,3020.8371,1708.2352,3007,1694,35,34,158865,158865,1,2
151,GFP_colonies:0151-1709,332,0.0000,0,0,2894.5422,1709.7380,2885,1698,20,22,0,0,1,1
152,GFP_colonies:0152-1722,639,255.0000,255,255,2053.5141,1722.4249,2041,1706,25,33,162945,162945,1,2
153,GFP_colonies:0153-1726,1230,0.0000,0,0,2375.0382,1725.4837,2355,1706,43,40,0,0,1,1
154,GFP_colonies:0154-1728,785,0.0000,0,0,2615.1217,1727.9115,2599,1712,33,33,0,0,1,1
155,GFP_colonies:0155-1723,400,0.0000,0,0,3147.1450,1723.5675,3136,1712,23,23,0,0,1,1
156,GFP_colonies:0156-1727,487,0.0000,0,0,3340.4692,1727.4220,3328,1714,24,27,0,0,1,1
157,GFP_colonies:0157-1733,719,0.0000,0,0,4157.2622,1733.0563,4142,1718,30,30,0,0,1,1
158,GFP_colonies:0158-1738,230,0.0000,0,0,3506.2174,1738.2739,3498,1729,17,19,0,0,1,1
159,GFP_colonies:0159-1747,830,0.0000,0,0,4208.9072,1747.3301,4192,1731,33,33,0,0,1,1
160,GFP_colonies:0160-1743,307,0.0000,0,0,2858.8583,1742.9365,2848,1733,24,20,0,0,1,1
161,GFP_colonies:0161-1786,1970,123.4873,0,255,2451.1541,1771.9444,2428,1755,50,62,243270,243270,1,2
162,GFP_colonies:0162-1772,572,0.0000,0,0,2877.2972,1772.7605,2865,1757,24,31,0,0,1,1
163,GFP_colonies:0163-1770,529,0.0000,0,0,3017.0293,1769.5246,3001,1757,30,26,0,0,1,1
164,GFP_colonies:0164-1775,914,0.0000,0,0,2339.5011,1775.0470,2322,1758,34,34,0,0,1,1
165,GFP_colonies:0165-1772,431,0.0000,0,0,2744.0012,1772.8527,2731,1760,25,25,0,0,1,1
166,GFP_colonies:0166-1777,625,0.0000,0,0,4144.9560,1776.4072,4131,1762,28,30,0,0,1,1
167,GFP_colonies:0167-1776,278,0.0000,0,0,2574.6655,1776.8273,2565,1766,19,20,0,0,1,1
168,GFP_colonies:0168-1785,640,0.0000,0,0,2711.3625,1785.9641,2698,1771,27,29,0,0,1,1
169,GFP_colonies:0169-1784,563,0.0000,0,0,4175.2158,1784.1679,4161,1771,29,26,0,0,1,1
170,GFP_colonies:0170-1798,1381,113.0051,0,255,3674.7255,1803.0784,3648,1772,48,52,156060,156060,1,2
171,GFP_colonies:0171-1789,632,0.0000,0,0,2312.9953,1789.6250,2298,1774,30,30,0,0,1,1
172,GFP_colonies:0172-1784,238,0.0000,0,0,3174.5504,1783.6513,3164,1775,19,18,0,0,1,1
173,GFP_colonies:0173-1789,174,0.0000,0,0,3152.7299,1789.0345,3144,1781,16,16,0,0,1,1
174,GFP_colonies:0174-1802,486,0.0000,0,0,2595.1461,1802.5062,2580,1790,29,25,0,0,1,1
175,GFP_colonies:0175-1803,537,0.0000,0,0,3985.3231,1803.2579,3972,1791,27,25,0,0,1,1
176,GFP_colonies:0176-1817,579,0.0000,0,0,4184.4447,1816.4447,4170,1803,28,28,0,0,1,1
177,GFP_colonies:0177-1816,289,0.0000,0,0,3160.7457,1816.1436,3152,1806,18,20,0,0,1,1
178,GFP_colonies:0178-1820,341,0.0000,0,0,3618.9809,1821.4589,3609,1809,20,23,0,0,1,1
179,GFP_colonies:0179-1823,555,0.0000,0,0,4162.0459,1823.4243,4149,1809,27,28,0,0,1,1
180,GFP_colonies:0180-1824,466,0.0000,0,0,3476.9657,1824.3605,3465,1811,24,26,0,0,1,1
181,GFP_colonies:0181-1826,540,0.0000,0,0,2795.4778,1825.7907,2782,1812,26,28,0,0,1,1
182,GFP_colonies:0182-1828,688,0.0000,0,0,4019.8634,1828.0131,4005,1813,30,30,0,0,1,1
183,GFP_colonies:0183-1833,665,0.0000,0,0,3962.3466,1833.5917,3948,1818,28,31,0,0,1,1
184,GFP_colonies:0184-1834,468,0.0000,0,0,3544.5726,1834.3974,3532,1821,25,27,0,0,1,1
185,GFP_colonies:0185-1839,786,0.0000,0,0,3800.8613,1839.2137,3785,1823,32,32,0,0,1,1
186,GFP_colonies:0186-1837,554,0.0000,0,0,4118.0415,1837.5144,4105,1823,26,28,0,0,1,1
187,GFP_colonies:0187-1834,318,0.0000,0,0,3109.5566,1833.9654,3099,1824,21,20,0,0,1,1
188,GFP_colonies:0188-1849,1682,0.0000,0,0,2170.4899,1849.7051,2148,1825,45,48,0,0,1,1
189,GFP_colonies:0189-1841,770,199.6948,0,255,3196.8765,1838.7952,3183,1825,34,33,153765,153765,1,2
190,GFP_colonies:0190-1839,501,0.0000,0,0,3008.8234,1840.2525,2996,1827,26,25,0,0,1,1
191,GFP_colonies:0191-1842,537,0.0000,0,0,2469.8464,1841.6453,2456,1829,29,26,0,0,1,1
192,GFP_colonies:0192-1852,1077,0.0000,0,0,2340.8575,1851.9104,2321,1833,39,38,0,0,1,1
193,GFP_colonies:0193-1844,357,0.0000,0,0,3438.4664,1843.2227,3427,1833,22,22,0,0,1,1
194,GFP_colonies:0194-1857,1012,164.5405,0,255,3655.3239,1856.6378,3637,1835,39,44,166515,166515,1,2
195,GFP_colonies:0195-1851,513,0.0000,0,0,2721.0595,1851.2096,2709,1838,25,27,0,0,1,1
196,GFP_colonies:0196-1850,292,0.0000,0,0,3704.8219,1849.4349,3696,1839,18,22,0,0,1,1
197,GFP_colonies:0197-1857,701,0.0000,0,0,3931.9864,1857.4515,3917,1841,31,32,0,0,1,1
198,GFP_colonies:0198-1858,283,0.0000,0,0,3101.1714,1858.1820,3092,1848,19,21,0,0,1,1
199,GFP_colonies:0199-1859,282,0.0000,0,0,2900.2021,1858.9929,2891,1849,21,21,0,0,1,1
200,GFP_colonies:0200-1893,2732,161.3818,0,255,2619.3167,1899.3704,2587,1854,62,78,440895,440895,1,2
201,GFP_colonies:0201-1865,239,0.0000,0,0,3129.5335,1864.3285,3121,1855,18,20,0,0,1,1
202,GFP_colonies:0202-1870,230,0.0000,0,0,2821.3217,1870.4826,2812,1860,18,20,0,0,1,1
203,GFP_colonies:0203-1872,399,0.0000,0,0,2913.3321,1872.6153,2900,1860,25,24,0,0,1,1
204,GFP_colonies:0204-1872,297,0.0000,0,0,3166.5370,1872.9478,3157,1861,19,22,0,0,1,1
205,GFP_colonies:0205-1876,374,177.9545,0,255,2683.8257,1872.9904,2675,1864,26,24,66555,66555,1,2
206,GFP_colonies:0206-1876,290,0.0000,0,0,3301.5552,1875.8000,3292,1866,21,21,0,0,1,1
207,GFP_colonies:0207-1885,724,0.0000,0,0,2474.8453,1884.3315,2460,1869,31,32,0,0,1,1
208,GFP_colonies:0208-1886,375,0.0000,0,0,3318.1267,1886.3853,3303,1875,27,22,0,0,1,1
209,GFP_colonies:0209-1886,358,0.0000,0,0,3242.0587,1886.8827,3230,1876,24,21,0,0,1,1
210,GFP_colonies:0210-1888,408,0.0000,0,0,2809.5686,1888.6569,2797,1877,24,23,0,0,1,1
211,GFP_colonies:0211-1892,413,0.0000,0,0,2505.5605,1892.2094,2494,1881,24,22,0,0,1,1
212,GFP_colonies:0212-1904,941,255.0000,255,255,2105.5000,1904.5000,2088,1887,35,35,239955,239955,1,2
213,GFP_colonies:0213-1900,420,0.0000,0,0,3385.2381,1899.6000,3372,1888,25,25,0,0,1,1
214,GFP_colonies:0214-1900,216,0.0000,0,0,3308.1806,1900.5833,3299,1892,20,17,0,0,1,1
215,GFP_colonies:0215-1911,915,183.0984,0,255,3603.5989,1907.3569,3589,1893,37,37,167535,167535,1,2
216,GFP_colonies:0216-1906,282,0.0000,0,0,2942.1667,1906.8014,2932,1896,20,21,0,0,1,1
217,GFP_colonies:0217-1909,469,0.0000,0,0,3499.5576,1908.8859,3487,1896,25,26,0,0,1,1
218,GFP_colonies:0218-1908,346,0.0000,0,0,3360.6098,1908.8179,3350,1898,21,21,0,0,1,1
219,GFP_colonies:0219-1915,367,0.0000,0,0,2869.5736,1914.4019,2859,1904,22,22,0,0,1,1
220,GFP_colonies:0220-1925,578,0.0000,0,0,2494.2561,1924.6557,2481,1911,27,28,0,0,1,1
221,GFP_colonies:0221-1927,831,185.9567,0,255,3648.3416,1923.7228,3634,1911,36,33,154530,154530,1,2
222,GFP_colonies:0222-1926,273,0.0000,0,0,3564.3755,1925.9982,3553,1917,21,19,0,0,1,1
223,GFP_colonies:0223-1928,258,0.0000,0,0,3361.7054,1927.1667,3352,1920,21,16,0,0,1,1
224,GFP_colonies:0224-1943,914,0.0000,0,0,4194.2746,1943.8982,4177,1926,35,35,0,0,1,1
225,GFP_colonies:0225-1943,121,0.0000,0,0,3562.5083,1942.8058,3556,1936,13,14,0,0,1,1
226,GFP_colonies:0226-1953,310,0.0000,0,0,3143.4161,1953.1516,3131,1943,24,20,0,0,1,1
227,GFP_colonies:0227-1959,580,0.0000,0,0,3669.5190,1958.7086,3654,1946,31,26,0,0,1,1
228,GFP_colonies:0228-1969,1057,202.4078,0,255,3183.2008,1964.7872,3167,1948,39,42,213945,213945,1,2
229,GFP_colonies:0229-1960,320,0.0000,0,0,2969.2719,1959.8469,2958,1951,22,19,0,0,1,1
230,GFP_colonies:0230-1973,962,185.0208,0,255,2641.3825,1970.0172,2626,1955,39,36,177990,177990,1,2
231,GFP_colonies:0231-1965,457,0.0000,0,0,3564.5219,1964.3096,3549,1955,32,20,0,0,1,1
232,GFP_colonies:0232-1974,766,0.0000,0,0,3947.1749,1974.2898,3931,1958,33,33,0,0,1,1
233,GFP_colonies:0233-1973,310,0.0000,0,0,3530.6548,1972.9355,3521,1962,19,22,0,0,1,1
234,GFP_colonies:0234-1981,918,0.0000,0,0,2423.7179,1981.2473,2405,1963,36,36,0,0,1,1
235,GFP_colonies:0235-1979,565,0.0000,0,0,2770.5195,1979.4540,2757,1965,28,28,0,0,1,1
236,GFP_colonies:0236-1990,1377,196.8519,0,255,2553.4022,1987.5480,2535,1969,46,42,271065,271065,1,2
237,GFP_colonies:0237-1983,631,255.0000,255,255,3092.3590,1983.3954,3078,1969,28,29,160905,160905,1,2
238,GFP_colonies:0238-1988,906,0.0000,0,0,4092.1545,1986.6413,4075,1969,35,38,0,0,1,1
239,GFP_colonies:0239-1989,512,0.0000,0,0,2981.9297,1987.7773,2969,1974,25,30,0,0,1,1
240,GFP_colonies:0240-1990,472,0.0000,0,0,2849.0678,1990.8877,2837,1977,24,27,0,0,1,1
